#{"t_start": 1753289721.3811991, "env_id": "highway-fast-v0"}
r,l,t521.020221,30,59.730273
20.020221,30,60.079724
20.020221,30,60.423064
21.020221,30,60.768292
21.020221,30,61.119013
20.020221,30,61.462079
20.020221,30,61.810859
22.020221,30,62.165404
20.020221,30,62.512399
20.020221,30,62.85305
20.020221,30,121.739355
22.020221,30,122.080938
20.020221,30,122.426639
22.020221,30,122.767552
20.020221,30,123.109133
22.020221,30,123.453028
22.020221,30,123.792135
21.020221,30,124.13275
21.020221,30,124.477384
22.020221,30,124.819722
22.020221,30,183.787795
21.020221,30,184.131983
21.020221,30,184.476531
20.020221,30,184.82188
22.020221,30,185.165824
21.020221,30,185.509695
20.020221,30,185.862123
22.020221,30,186.225331
20.020221,30,186.56655
20.020221,30,186.913057
22.020221,30,245.572913
20.020221,30,245.91833
22.020221,30,246.261458
20.020221,30,246.599435
21.020221,30,246.946807
20.020221,30,247.299677
20.020221,30,247.647321
21.020221,30,247.984437
20.020221,30,248.331478
22.020221,30,248.680043
22.020221,30,309.078217
21.020221,30,309.470619
20.020221,30,309.843887
21.020221,30,310.215746
22.020221,30,310.587354
22.020221,30,310.940458
20.020221,30,311.284261
20.020221,30,311.626326
21.020221,30,311.976433
20.020221,30,312.319274
22.020221,30,387.567187
21.020221,30,388.073136
22.020221,30,388.57677
21.020221,30,389.076692
21.020221,30,389.57996
20.020221,30,390.087674
22.020221,30,390.589404
22.020221,30,391.100172
21.020221,30,391.597644
20.020221,30,392.106658
21.020221,30,477.954156
20.020221,30,478.448785
21.020221,30,478.952961
20.020221,30,479.458594
21.020221,30,479.969764
20.020221,30,480.467162
21.020221,30,480.980296
21.020221,30,481.498632
20.020221,30,482.006059
20.020221,30,482.506341
21.020221,30,568.227259
20.020221,30,568.7223
20.020221,30,569.238895
21.020221,30,569.738639
21.020221,30,570.238182
21.020221,30,570.73758
20.020221,30,571.240236
22.020221,30,571.746161
21.020221,30,572.248738
20.020221,30,572.744215
21.020221,30,658.521153
22.020221,30,659.019966
20.020221,30,659.525119
20.020221,30,660.022944
22.020221,30,660.520051
20.020221,30,661.050157
21.020221,30,661.553752
21.020221,30,662.055421
22.020221,30,662.559681
21.020221,30,663.069928
21.020221,30,748.827039
20.020221,30,749.331777
20.020221,30,749.832274
22.020221,30,750.346029
22.020221,30,750.861753
21.020221,30,751.360194
20.020221,30,751.856204
22.020221,30,752.356791
21.020221,30,752.853198
20.020221,30,753.353265
725
5.912641,7,16.116409
7.082091,9,16.224934
7.235056,11,16.356093
16.565476,23,16.621311
10.434158,14,16.787022
1.884277,3,16.825544
3.118326,4,16.874627
4.851246,6,16.947938
5.29974,8,17.042318
1.879667,3,17.080732
5.579203,7,17.166129
10.25119,15,17.345086
2.046796,3,17.384079
2.812696,4,17.433517
2.615775,4,17.482405
7.912178,9,17.591474
3.845047,5,17.652985
22.380951,30,18.003732
18.676933,24,18.283207
2.763732,4,18.332346
10.541999,13,18.488341
3.167776,5,18.54911
6.499243,9,18.655659
2.715153,4,18.705585
24.533184,30,19.055228
4.632167,7,19.140184
7.645509,10,19.259959
4.14986,6,19.333573
22.765637,30,19.683921
9.478926,12,19.827618
13.097875,16,20.016977
7.965479,11,20.147711
7.149234,9,20.254391
2.498712,4,20.304559
2.013001,3,20.342492
3.448486,5,20.403018
5.586882,8,20.499762
10.198152,12,20.644676
24.097399,30,20.991385
1.797688,3,21.029392
16.54297,22,21.286941
2.712378,4,21.33649
5.832087,8,21.432841
10.033684,15,21.609941
21.386566,30,21.956976
9.246021,12,22.099252
21.735677,30,22.44992
4.102611,6,22.521961
3.733678,6,22.595055
4.945983,6,22.668906
1.019667,2,22.696168
15.499376,22,22.955987
2.879825,4,23.005437
7.485955,10,23.124012
6.028807,8,23.220933
9.150938,11,23.351434
4.54598,6,23.42303
14.711526,20,23.659218
7.944477,10,23.777942
11.56465,14,23.939807
1.946334,3,23.977817
7.332137,11,24.106615
3.565108,5,24.167376
1.019667,2,24.194051
13.214562,19,24.690141
3.753,5,24.750311
2.533333,4,24.798447
5.779785,7,24.881171
23.99735,29,25.21711
23.21141,30,25.55792
2.782442,4,25.60778
7.353515,11,25.736608
13.000269,18,25.944726
9.252941,14,26.106898
1.798134,3,26.145995
10.764458,15,26.322262
2.930717,4,26.371628
7.896866,10,26.488586
2.918326,4,26.538296
7.445058,9,26.644339
5.435367,8,26.740659
9.112168,10,26.85805
7.744408,9,26.964906
8.618964,12,27.107858
4.879354,6,27.179434
2.946021,4,27.22811
9.419518,14,27.390141
