#{"t_start": 1753290495.435851, "env_id": "intersection-v0"}
r,l,t
10.0,10,292.784551
9.0,9,293.000357
8.0,8,293.341314
-0.841249,5,293.431224
-0.57992,5,293.681335
-0.223176,7,293.913029
-1.0,5,294.12096
9.0,9,294.41775
-0.299923,5,294.61277
10.0,10,294.839391
10.0,10,295.161915
9.0,9,295.470246
9.0,9,295.753239
10.0,10,296.026262
-1.84084,4,296.102273
-0.841249,5,296.273715
10.0,10,296.613282
8.62673,10,296.920739
-1.0,4,297.031042
8.616025,10,297.306533
-1.0,5,297.481213
9.0,9,297.778862
0.0,5,297.946901
-1.0,4,297.99837
-0.946861,6,298.196937
9.0,9,298.508938
9.0,9,298.74532
10.0,10,299.126584
0.0,6,299.312597
10.0,10,299.661071
2.0,8,299.937309
9.0,9,300.256238
9.0,9,300.583619
10.0,10,300.84346
10.0,10,301.061211
9.0,9,301.354782
9.0,9,301.724434
9.0,9,302.05034
0.0,6,302.305402
9.0,9,302.5439
9.0,9,302.833419
-0.299923,5,303.036519
9.0,9,303.329736
9.0,9,303.57523
-1.0,4,303.733722
10.0,10,304.096422
10.0,10,304.39925
9.0,9,304.697701
-1.0,5,304.891554
-1.0,5,305.042866
-1.372771,6,305.228214
9.0,9,305.483538
-1.0,5,305.656194
-2.0,4,305.798611
0.0,5,305.979369
-0.299923,5,306.175677
0.0,6,306.323908
-1.57953,4,306.472546
9.0,9,306.723735
10.0,10,307.256112
9.0,9,307.548205
9.0,9,307.792847
9.0,9,308.054879
0.0,6,308.202683
-1.446814,7,308.487923
-1.366575,6,308.670557
-1.57953,4,308.779662
-0.841249,5,308.960816
0.0,6,309.207777
1.0,7,309.430172
9.0,9,309.590758
9.0,10,309.818328
9.0,9,310.020291
-1.318719,6,310.211964
9.0,9,310.499287
9.0,9,310.693892
-1.0,5,310.910755
0.0,6,311.129222
2.0,8,311.41339
-0.841249,5,311.539156
0.0,5,311.677192
8.681208,10,312.006819
-0.841249,5,312.191744
7.626732,9,312.614013
0.0,6,312.737018
1.0,7,313.019435
0.0,6,313.181636
0.0,6,313.37228
0.0,6,313.600488
10.0,10,313.892369
9.0,9,314.109079
9.0,9,314.38211
9.0,9,314.678617
10.0,10,314.973834
-1.0,5,315.195656
-1.0,5,315.35276
0.0,6,315.511222
9.0,9,315.813365
9.0,9,316.174774
10.0,10,316.502412
10.0,10,316.82166
9.0,9,317.193362
-2.0,4,317.350673
7.633114,9,317.665492
-3.0,3,317.822006
9.0,9,317.995759
8.0,8,318.230259
0.0,6,318.398145
1.0,7,318.525664
9.0,9,318.834499
10.0,10,319.138859
9.0,9,319.503918
-0.682533,6,319.702356
7.28626,10,320.091636
10.0,10,320.407142
9.0,9,320.680473
0.0,6,320.882698
8.0,8,321.127578
-1.0,5,321.322544
9.0,9,321.489977
9.0,9,321.773585
7.626732,9,322.141336
9.0,9,324.453306
-1.0,4,324.668988
9.0,9,324.957342
0.0,6,325.066627
0.0,6,325.21679
9.0,9,325.453135
10.0,10,325.77482
9.0,9,326.176509
9.681208,11,326.698951
-1.0,5,326.93
10.0,10,327.153659
0.0,6,327.373722
0.0,5,327.481942
0.0,5,327.635397
-1.366575,6,327.826138
7.245512,10,328.236511
-1.0,5,328.343242
9.0,9,328.668042
9.0,9,328.970804
0.0,6,329.12698
3.0,9,329.40802
0.0,5,329.538254
0.0,6,329.704345
9.0,9,330.005396
9.0,9,330.263996
9.0,9,330.519168
0.420014,6,330.752782
9.0,9,330.904828
2.158667,8,331.213914
9.0,9,331.495706
9.0,9,331.81983
0.0,5,331.929421
0.0,6,332.109715
9.0,9,332.277071
7.633114,9,332.618396
8.0,8,332.907222
-0.841249,5,333.133538
-1.0,5,333.295627
-0.299923,5,333.418222
10.0,10,333.782392
10.0,10,334.16329
0.0,6,334.330576
9.0,9,334.688718
-0.841249,5,334.838356
-2.0,4,334.96275
10.0,10,335.162653
10.0,10,335.475463
-1.0,5,335.567194
-1.0,5,335.729854
-0.57992,5,335.888696
9.0,9,336.262309
-1.372771,6,336.476313
-0.299923,5,336.650436
9.0,9,336.900661
-1.299552,4,337.101232
10.0,10,337.463468
-2.0,4,337.650316
8.615844,10,337.896292
0.0,6,338.038089
9.0,9,338.321239
-1.0,5,338.466942
0.0,6,338.691591
8.617423,10,339.00762
0.0,5,339.171895
9.0,9,339.412245
0.0,6,339.555447
10.0,10,339.788848
-2.0,4,339.873243
9.0,9,340.090282
9.0,9,340.421728
0.0,5,340.61453
9.681208,11,340.923926
8.0,8,341.193425
0.0,6,341.323639
-1.0,5,341.437801
0.0,6,341.583981
10.0,10,341.999823
9.0,9,342.235366
9.0,9,342.527419
7.562942,11,342.844902
8.0,9,343.196756
-1.0,5,343.355737
10.0,10,343.60456
-5.0,1,343.667374
0.158681,6,343.788771
10.0,10,343.99191
-1.299552,4,344.109125
0.0,6,344.295689
9.0,9,344.606001
0.0,6,344.774153
-0.299923,5,344.975216
10.0,10,345.385806
-0.841249,5,345.523824
10.0,10,345.90238
8.617423,10,346.16306
8.0,8,346.410435
0.0,6,346.560175
-1.0,5,346.685755
-2.0,4,346.85984
9.0,9,347.119158
10.0,10,347.403958
0.0,6,347.625616
8.618513,10,347.923382
9.0,10,348.133094
-1.0,5,348.318152
10.0,10,348.586282
8.0,8,348.82297
0.0,6,348.961378
5.0,6,349.178965
10.0,10,349.456048
8.0,8,349.676548
10.0,10,349.934822
9.0,9,350.240234
9.0,9,350.565679
-1.299552,4,350.713379
9.0,9,350.938915
10.0,10,351.234547
9.0,9,351.469763
9.0,9,351.810443
-1.0,5,351.955674
-0.299923,5,352.181173
-1.0,5,352.289868
9.0,9,352.574384
0.0,5,352.774727
10.0,10,352.98314
-2.0,4,353.130129
0.0,6,353.298151
-1.0,5,353.507526
10.0,10,353.831614
0.0,6,354.027663
9.0,9,354.266873
-1.299552,4,354.461736
1.0,6,354.565354
-0.57992,5,354.707764
0.0,5,354.833267
4.0,5,355.004657
-1.366575,6,355.21754
-1.0,5,355.362971
10.0,10,355.778737
9.0,9,356.066783
7.626732,9,356.342931
-1.0,5,356.449818
8.681208,10,356.76046
-1.0,5,356.919698
-2.0,4,357.036642
10.0,10,357.371069
0.0,6,357.48831
0.0,6,357.695937
-1.0,5,357.880458
10.0,10,358.190653
8.0,8,358.420391
9.0,9,358.714805
9.0,9,359.038762
-0.57992,5,359.263519
9.0,9,359.516812
9.0,9,359.75658
10.0,10,360.012879
-1.0,5,360.15793
0.0,6,360.293771
8.0,8,360.532831
-5.0,1,360.593735
9.0,9,360.845768
9.0,9,361.203381
-3.023089,5,361.374187
1.0,7,361.587371
9.0,9,361.795772
-0.57992,5,361.943732
-2.0,4,362.10612
9.0,9,362.336936
10.0,10,362.637083
9.0,9,362.860197
9.0,9,363.068644
1.158669,7,363.301574
8.616025,10,363.621485
0.0,6,363.84043
9.0,9,364.114584
0.0,6,364.317721
9.0,9,364.465625
-0.841249,5,364.673016
8.0,8,364.816817
9.0,9,365.094401
-3.0,3,365.208992
10.0,10,365.590533
10.0,10,365.811736
9.0,9,366.24372
0.0,6,366.447571
10.0,10,366.815937
8.0,8,367.104892
-2.0,4,367.256889
0.0,6,367.39254
10.0,10,367.809726
8.615645,10,368.149439
-1.0,5,368.340412
9.633112,11,368.644535
0.0,6,368.735625
-1.0,5,368.904369
0.0,6,369.089063
9.0,9,369.318653
9.0,9,369.586788
-1.0,5,369.741414
0.0,6,369.899875
9.0,9,370.275329
10.0,10,370.517013
7.616072,9,370.773181
10.0,10,370.953929
0.0,5,371.06857
0.0,6,371.300032
0.0,6,371.461986
0.0,5,371.557529
1.0,7,371.795379
-1.0,5,371.952164
0.700013,6,372.248195
9.0,9,372.501263
0.0,6,372.73665
0.0,5,372.82271
-2.318366,5,373.014422
9.0,9,373.31887
7.681208,9,373.687223
9.0,9,374.00453
-1.372771,6,374.126367
0.0,6,374.309675
0.0,5,374.481158
-2.0,4,374.612684
8.0,8,374.854981
-1.0,5,375.012304
8.62673,10,375.194687
-1.372771,5,375.39492
-1.0,5,375.588223
-1.0,6,375.798735
1.0,6,376.008695
-2.0,4,376.152512
0.0,6,376.309585
0.0,6,376.502233
9.0,9,376.825399
10.0,10,377.128068
-1.0,5,377.267966
8.0,8,377.472864
-2.0,4,377.625273
-0.841249,5,377.732411
9.0,9,377.988922
8.0,8,378.224145
-1.0,5,378.338528
11.0,11,378.544952
7.615917,9,378.755625
9.0,9,378.988904
0.0,6,379.177615
9.0,9,379.457643
0.0,6,379.621362
9.0,10,380.034184
-0.299923,5,380.219504
0.0,6,380.42566
8.0,8,380.656657
0.0,6,380.799056
-1.57953,4,380.950869
10.0,10,381.215113
9.0,9,381.452289
9.0,9,381.76889
-1.0,5,381.880092
0.158681,6,382.045836
-1.372771,6,382.250678
0.0,6,382.449593
0.0,6,382.612225
-1.0,4,382.749433
9.0,9,383.142528
0.0,6,383.30802
0.420014,6,383.472211
0.0,6,383.644079
0.0,6,383.893403
9.0,9,384.083776
9.0,9,384.502348
9.0,9,384.822311
5.0,6,385.016022
0.0,5,385.171179
10.0,10,385.513279
-1.57953,4,385.669358
9.0,9,386.035005
8.0,8,386.252819
7.615917,9,386.489646
10.0,10,386.887098
-1.0,5,387.093166
0.0,6,387.31192
0.0,5,387.45875
0.0,6,387.698095
0.0,6,387.867015
-1.0,5,388.016991
9.0,9,388.325842
-5.0,1,388.376207
9.0,9,388.664196
9.0,9,388.986018
9.0,9,389.29948
8.0,8,389.603403
8.62673,10,389.89717
8.62673,10,390.275604
-1.0,4,390.405991
1.0,7,390.631806
9.0,9,390.939868
10.0,10,391.212517
-1.84084,4,391.30876
0.0,5,391.430379
-0.963021,6,391.627534
-1.0,5,391.762981
10.0,10,392.072966
0.0,5,392.169653
10.0,10,392.660777
10.0,10,392.917474
-0.366834,7,393.182114
10.0,10,393.69284
9.0,9,394.046613
9.0,9,394.315085
9.0,9,394.550525
9.0,9,394.796797
10.0,10,395.132729
-0.841249,5,395.331563
9.0,9,395.637479
9.0,9,395.907195
-1.0,5,396.043958
9.0,9,396.480827
10.0,10,396.691865
9.0,9,397.02405
9.0,9,397.397138
-1.0,5,397.578253
9.0,9,397.84082
0.0,6,397.966421
-1.0,5,398.156638
-5.0,1,398.247327
10.0,10,398.612981
-0.57992,5,398.80189
-1.0,5,398.96767
0.0,6,399.189983
9.0,9,399.470082
-1.0,5,399.679826
10.0,10,399.85056
9.0,9,400.023087
8.0,8,400.222573
-1.0,5,400.327717
8.615645,10,400.627968
0.0,6,400.811035
9.0,9,401.037912
9.0,9,401.309869
0.0,6,401.451273
10.0,10,401.792094
0.0,6,402.071943
-1.0,5,402.218028
0.0,6,402.375277
-3.563902,2,402.461496
-2.0,4,402.566561
0.0,5,402.741566
0.0,6,402.943451
9.0,9,403.220413
10.0,10,403.609005
-2.0,4,403.736092
-1.0,5,403.922241
9.0,9,404.18659
0.0,6,404.330845
9.0,9,404.678539
0.0,6,404.820025
-2.0,4,405.002935
9.0,9,405.281955
-2.0,4,405.42958
8.0,8,405.790277
3.0,8,406.078107
9.0,9,406.463632
-1.0,5,406.592071
3.0,9,406.766247
9.0,9,406.988879
0.0,6,407.20446
8.0,8,407.394593
8.0,8,407.620512
10.0,10,407.961401
0.0,6,408.175594
0.0,5,408.308362
10.0,10,408.566898
-1.0,5,408.665666
9.0,9,409.000912
0.0,6,409.176312
8.0,8,409.400341
-1.0,5,409.556403
10.0,10,409.766688
-0.299923,5,409.957898
9.0,9,410.295547
-2.0,4,410.412256
9.0,9,410.668838
9.0,9,410.865932
8.0,8,411.180925
-1.0,5,411.353442
9.0,9,411.575255
10.0,10,411.923077
9.0,9,412.247948
8.235026,11,412.576853
0.0,6,412.751485
10.0,10,413.20314
9.0,9,413.399256
9.0,9,413.636163
-1.0,5,413.771777
0.0,5,413.910818
-0.299923,5,414.053825
0.0,6,414.276238
-2.0,4,414.366987
0.0,6,414.591884
9.0,9,414.964596
8.615844,10,415.433732
9.0,9,415.671363
0.0,6,415.852692
8.0,8,415.987293
-1.0,5,416.117324
10.0,10,416.564979
0.0,6,416.77707
9.0,9,417.057391
10.0,10,417.344133
-0.57992,5,417.566041
9.0,9,417.865394
9.0,9,418.114331
-1.0,5,418.330901
0.0,6,418.538881
7.616072,9,418.82792
10.0,10,419.190536
0.0,6,419.347832
0.420014,6,419.564634
0.420014,6,419.748079
0.0,6,419.920915
-1.372771,6,420.150134
1.0,7,420.432498
9.0,9,420.734859
7.61852,9,420.976614
-1.0,5,421.181414
9.0,9,421.397566
0.0,6,421.543471
1.0,7,421.803726
9.0,9,422.105451
-1.0,5,422.276064
7.615917,9,422.549775
9.0,9,422.783289
10.0,10,423.126699
-0.841249,5,423.28207
9.0,9,423.490456
1.0,7,423.684688
9.0,9,424.057496
-0.57992,5,424.279517
-1.0,4,424.419176
10.0,10,424.859622
9.0,9,425.171178
-1.0,5,425.293247
9.0,9,425.692983
-1.0,5,425.866653
9.0,9,426.225235
10.0,10,426.498543
9.0,9,426.778899
9.0,9,427.082265
9.0,9,427.323078
-0.841249,5,427.461891
0.0,6,427.635064
0.0,6,427.782387
0.0,6,428.021143
9.0,9,428.291319
-1.0,4,428.398645
7.472962,11,428.817986
0.0,6,428.968032
10.0,10,429.207104
0.0,6,429.418203
9.0,9,429.668734
10.0,10,429.860175
9.0,9,430.232193
8.62673,10,430.548445
9.0,9,430.890123
9.0,9,431.041678
0.0,6,431.252289
0.0,6,431.398492
9.0,9,431.632814
1.0,7,431.798696
9.0,9,432.208339
8.0,9,432.522004
9.0,9,432.877363
10.0,10,433.27484
-2.0,4,433.408145
9.0,9,433.748033
9.0,9,433.984861
0.0,6,434.113859
8.62673,10,434.316088
9.0,9,434.534926
-1.0,5,434.671494
11.0,11,434.968697
-1.366575,6,435.194741
0.0,5,435.304269
9.0,9,435.542763
0.0,5,435.705828
9.0,9,436.006811
0.0,5,436.118753
-0.381164,7,436.356011
10.0,10,436.636618
9.0,9,436.892323
0.0,6,437.098097
9.0,9,437.319695
10.0,10,437.646559
8.0,8,437.974836
0.0,6,438.311816
-2.0,4,438.45004
0.0,6,438.635451
8.615645,10,438.864317
-1.366575,6,439.017017
10.0,10,439.341192
0.0,6,439.511101
10.0,10,439.858407
-3.0,3,439.950069
9.0,9,440.262488
0.0,6,440.459279
8.0,8,440.730182
9.0,9,440.983246
0.0,6,441.241764
10.0,10,441.446453
9.0,9,441.638027
-1.0,5,441.739543
9.0,9,442.11223
8.617423,10,442.313407
2.7,8,442.499421
-1.57953,4,442.654406
9.0,9,443.063684
-1.0,5,443.262387
9.0,9,443.48931
0.0,6,443.681113
0.0,5,443.79423
9.0,9,444.094887
-0.841249,5,444.170211
10.0,10,444.447229
1.0,7,444.639902
0.0,6,444.8306
10.0,10,445.009859
10.0,10,445.294232
-1.0,5,445.497003
9.0,9,445.708394
9.0,9,446.013067
9.0,9,446.319278
0.0,6,446.5421
-1.0,5,446.708572
10.0,10,447.025557
10.0,10,447.283932
-1.0,5,447.466611
10.0,10,447.740398
0.0,6,447.93398
9.0,9,448.151781
9.0,9,448.49316
-1.0,5,448.657106
0.420014,6,448.877466
9.0,9,449.12706
9.0,9,449.390421
-0.299923,5,449.597311
-1.0,5,449.771962
9.0,9,449.996513
-1.960532,5,450.13527
-1.0,5,450.35181
-1.0,4,450.451105
9.0,9,450.700232
-2.0,4,450.904718
10.0,10,451.162989
0.0,6,451.362651
10.0,10,451.564214
-0.841249,5,451.734245
-2.0,4,451.931772
10.0,10,452.306819
9.0,9,452.53166
-1.0,5,452.695985
10.0,10,452.925355
-2.0,4,453.03989
-1.57953,4,453.161669
9.0,9,453.498453
-1.0,5,453.640055
8.0,8,453.919976
-1.372771,6,454.118505
0.0,6,454.33208
9.0,9,454.587797
-2.0,4,454.723926
0.618567,8,454.990365
7.251683,10,455.241001
10.0,10,455.416302
0.0,6,455.584376
-1.0,5,455.766175
-0.299923,5,455.929263
-1.0,5,456.063829
0.0,6,456.233697
-1.0,5,456.351424
9.0,9,456.601478
-1.0,5,456.774181
9.0,9,457.03399
0.0,6,457.252505
-2.0,4,457.398587
-0.57992,5,457.603673
8.0,8,457.877707
-1.0,5,458.069014
-1.0,5,458.231852
-1.0,5,458.455807
-1.0,5,458.599191
-1.0,5,458.749188
0.158681,6,458.885221
0.420014,6,459.063287
9.0,9,459.41109
-2.0,4,459.55598
0.0,6,459.763421
9.0,9,460.012968
7.681208,9,460.220619
10.0,10,460.592825
8.681208,10,460.974673
0.0,5,461.205125
-1.0,5,461.406652
0.0,6,461.622582
10.0,10,461.919176
-1.0,5,462.116699
0.0,6,462.293119
0.0,6,462.458487
9.0,9,462.718417
0.0,6,462.856481
0.0,6,463.052461
-0.299923,5,463.206797
9.0,9,463.485024
1.0,7,463.738188
10.0,10,464.030559
-1.299552,4,464.201153
10.0,10,464.456932
0.0,5,464.616639
-1.0,5,464.79162
0.0,6,464.949058
0.0,6,465.061574
9.0,9,465.240995
-1.0,5,465.435242
9.0,9,465.719659
9.0,9,465.968659
1.0,7,466.248366
7.61852,9,466.491553
1.0,7,466.633231
0.0,6,466.823099
0.0,5,466.998358
-1.0,5,467.192912
-1.379585,6,467.388485
0.0,6,467.492722
-0.381164,7,467.746865
-1.0,5,467.890489
10.0,10,468.256372
9.0,9,468.57145
-1.299552,4,468.741039
0.0,6,468.887252
-1.0,5,469.062497
1.0,7,469.292102
9.0,9,469.537382
10.0,10,469.854736
9.0,9,470.051149
-1.0,5,470.267996
9.0,9,470.459843
10.0,10,470.794786
-1.0,5,470.980795
8.681208,10,471.292854
-2.0,4,471.423279
9.0,9,471.643975
1.0,7,471.898561
7.617435,9,472.202144
9.0,9,472.518326
-2.0,4,472.632761
-2.0,4,472.772637
9.0,9,473.024879
-0.299923,5,473.112184
10.0,10,473.372452
10.0,10,473.696507
-1.84084,4,473.824404
9.0,9,474.120424
-1.84084,4,474.221891
9.0,9,474.429714
9.0,9,474.786307
-1.299552,4,474.905318
8.681208,10,475.128175
-1.0,5,475.328983
0.0,6,475.498467
-1.0,5,475.660417
0.0,6,475.841977
9.0,9,476.176721
-0.57992,5,476.363243
10.0,10,476.680288
-1.0,5,476.827181
9.0,9,477.102817
9.0,9,477.474717
9.0,9,477.767038
-1.0,5,477.931931
0.0,5,478.083649
-2.318366,5,478.228208
9.0,9,478.510882
-1.0,5,478.641472
9.0,9,478.876915
-2.0,4,479.042335
10.0,10,479.374228
0.0,6,479.6244
10.0,10,479.946708
-0.841249,5,480.151927
-0.57992,5,480.290097
-1.0,6,480.457489
-1.0,5,480.557969
8.615645,10,483.711694
7.297505,10,483.92379
10.0,10,484.281436
0.0,5,484.441596
0.0,6,484.600503
8.618513,10,484.849115
9.0,9,485.118367
-1.318719,6,485.283033
-1.0,5,485.43678
-1.84084,4,485.578648
-1.379585,6,485.720837
3.0,9,486.064029
-1.0,5,486.238831
-2.838445,3,486.343945
-1.0,5,486.500896
9.0,9,486.691801
8.681208,10,486.954331
7.681208,9,487.268073
0.0,6,487.407378
0.0,6,487.555153
10.0,10,487.831318
1.0,7,488.013682
-1.0,5,488.153618
-1.0,5,488.379585
8.681208,10,488.669032
10.0,10,489.018977
-1.0,4,489.154773
-0.299923,5,489.322922
0.0,6,489.589677
0.0,5,489.768422
8.681208,10,489.993082
-2.0,4,490.161015
9.0,9,490.396783
9.0,9,490.702205
9.0,9,490.972315
8.617423,10,491.300858
10.0,10,491.545484
0.0,6,491.786088
-1.57953,4,491.896914
-5.0,1,491.946323
-2.0,4,492.126
-2.0,4,492.295193
-1.0,5,492.490717
0.0,6,492.70477
-1.0,5,492.850575
0.0,6,492.983214
-2.0,4,493.174806
0.0,6,493.420201
10.0,10,493.797385
10.0,10,494.133801
-0.841249,5,494.357377
-1.0,5,494.553995
0.0,6,494.69175
9.0,9,495.011717
0.0,6,495.150396
-1.0,5,495.302276
9.0,9,495.511412
10.0,10,495.714569
10.0,10,495.984013
-2.0,4,496.09867
0.0,6,496.314172
-1.366575,6,496.53591
0.0,6,496.781851
-1.0,5,496.935527
1.0,7,497.084848
-1.0,5,497.300948
0.0,6,497.454683
10.0,10,497.737834
-1.0,5,497.894076
8.0,8,498.072511
0.0,6,498.300893
0.0,5,498.433942
0.700013,6,498.657911
0.0,6,498.81058
9.0,9,499.073023
8.0,8,499.284718
10.0,10,499.709981
7.562943,10,499.926338
9.0,9,500.163206
8.0,8,500.324069
0.0,6,500.515455
-0.841249,5,500.708695
8.0,8,500.933733
10.0,10,501.222015
10.0,10,501.514248
-0.31878,6,501.753002
10.0,10,502.020947
10.0,10,502.359401
9.0,9,502.583172
0.0,6,502.795656
-0.299923,5,502.956332
10.0,10,503.259135
9.0,9,503.620128
0.0,6,503.758397
9.0,9,503.95568
9.0,9,504.249023
0.0,6,504.451993
7.61852,9,504.745911
9.0,9,504.973435
9.0,9,505.184078
9.0,9,505.565474
-1.0,5,505.759691
-1.0,5,505.959944
0.0,6,506.147059
9.0,9,506.415881
-2.0,4,506.561762
8.616025,10,506.885282
9.0,9,507.172848
10.0,10,507.484225
0.0,6,507.660143
1.0,7,508.082464
9.0,9,508.360124
10.0,10,508.789148
-0.841249,5,508.909971
10.0,10,509.33569
-2.0,4,509.454077
-1.0,4,509.64043
-1.0,5,509.829305
9.0,9,510.291279
-3.0,3,510.432532
9.0,9,510.602975
-1.0,5,510.758146
0.0,6,510.940455
0.0,6,511.072984
-1.0,5,511.195336
10.0,10,511.501581
10.0,10,511.815024
-1.0,5,511.978677
0.0,7,512.228874
-1.366575,6,512.36953
10.0,10,512.878413
-1.84084,4,513.046982
-1.0,5,513.242968
8.616025,10,513.506249
0.0,6,513.700045
0.0,6,513.866604
-1.0,5,513.952853
-1.379585,6,514.162459
10.0,10,514.347663
9.0,9,514.525378
-1.0,5,514.692316
9.0,9,514.967529
0.0,6,515.09387
10.0,10,515.398402
8.0,8,515.521855
9.0,9,515.708469
10.0,10,515.934334
-0.958767,6,516.137388
9.0,9,516.495443
-0.841249,5,516.658737
10.0,10,516.977247
0.0,5,517.16693
10.0,10,517.433584
-1.0,5,517.55446
10.0,10,517.70303
9.0,9,517.958517
1.0,7,518.161785
9.0,9,518.394656
-1.0,5,518.648183
9.0,9,518.88588
9.0,9,519.22398
-5.0,1,519.27257
9.0,9,519.555622
0.0,6,519.768765
-2.0,4,519.877085
0.0,6,520.049298
0.0,6,520.246192
9.0,9,520.539548
0.0,6,520.838357
9.0,9,521.128124
9.0,9,521.376499
0.0,6,521.600079
-1.0,5,521.772711
9.0,9,521.982707
9.0,9,522.241167
8.0,8,522.515613
-1.0,4,522.636928
-1.0,5,522.779093
8.0,8,523.015369
10.0,10,523.45421
-0.373185,7,523.660104
9.615573,11,524.028936
-1.0,5,524.256031
1.420002,7,524.507021
-2.0,4,524.627811
-1.299552,4,524.762358
-1.0,5,524.911561
9.0,9,525.131836
-1.0,5,525.324065
9.0,9,525.640034
9.0,10,525.900454
10.0,10,526.238062
9.0,9,526.506319
1.0,6,526.712411
0.0,6,526.883337
10.0,10,527.256187
9.0,9,527.534733
0.0,6,527.756562
9.0,9,528.123523
8.0,8,528.382181
1.0,7,528.662544
10.0,10,528.926145
8.62673,10,529.361902
-0.841249,5,529.541091
9.0,9,529.771172
0.0,5,529.936106
9.0,9,530.312502
10.0,10,530.609807
-2.0,4,530.735696
9.0,9,530.908679
-0.299923,5,531.102743
10.0,10,531.386153
0.0,6,531.602274
9.0,9,531.898984
8.0,8,532.106056
1.0,7,532.374471
9.0,9,532.62876
0.0,6,532.806563
8.0,8,533.036193
0.0,6,533.230843
-2.318366,5,533.444905
-2.838445,3,533.602992
0.0,6,533.848646
10.0,10,534.139676
10.0,10,534.510862
0.0,6,534.6285
9.0,9,534.895091
0.0,6,535.136408
2.0,8,535.353578
8.0,8,535.676694
9.0,9,535.869846
0.0,6,535.996307
-1.0,5,536.184498
0.0,6,536.394428
-1.318719,6,536.617199
8.0,8,536.835562
-1.0,5,537.011239
10.0,10,537.347215
10.0,10,537.679527
0.0,5,537.895255
9.0,9,538.12294
0.0,6,538.312386
1.0,7,538.559641
9.0,9,538.760022
-1.57953,4,538.912824
9.0,9,539.360238
10.0,11,539.642423
8.681208,10,539.87619
-2.0,4,540.018383
0.0,5,540.171475
0.0,6,540.438433
9.0,9,540.811176
10.0,10,541.193473
8.0,8,541.562752
-0.841249,5,541.645653
9.0,9,541.874764
0.0,6,542.09998
-1.0,5,542.297919
-3.0,3,542.388223
9.0,9,542.672351
0.0,6,542.886231
-1.0,5,543.072397
0.158681,6,543.231158
1.0,6,543.443256
-1.0,5,543.61255
9.0,9,543.904051
9.0,9,544.165402
-1.0,5,544.341305
-1.0,4,544.539645
10.0,10,544.830496
9.0,9,545.037511
8.0,8,545.335317
9.0,9,545.58174
3.0,9,545.967147
1.0,7,546.345559
-1.0,5,546.483302
-2.0,4,546.626879
10.0,10,546.928955
-1.366575,6,547.122815
0.700013,6,547.284425
-2.0,4,547.461713
7.0,7,547.639356
0.0,6,547.838317
9.0,9,548.173282
0.0,5,548.34297
10.0,10,548.558391
0.0,6,548.748745
0.0,6,548.982598
9.0,9,549.263337
0.0,6,549.438395
7.615917,9,549.751835
9.0,10,550.235365
-1.318719,6,550.443025
-1.208208,6,550.751357
0.0,6,550.928005
-0.841249,5,551.063403
9.0,9,551.538605
-1.0,5,551.700719
0.0,6,552.017051
0.0,6,552.234429
-1.0,5,552.384857
8.617423,10,552.774236
9.0,9,552.994122
-1.0,5,553.174614
0.0,6,553.448581
-1.84084,4,553.598407
-1.0,5,553.82897
1.0,7,553.992201
1.0,6,554.248556
-2.0,5,554.491346
0.0,6,554.850134
9.0,9,555.127772
9.0,9,555.360112
-1.57953,4,555.578261
8.0,8,555.952003
10.0,10,556.152051
0.0,6,556.388321
10.0,10,556.772337
9.0,9,557.044614
-1.379585,6,557.20975
1.0,7,557.425353
-1.299552,4,557.553341
9.0,9,557.818744
-0.634719,6,558.050131
9.0,9,558.280992
-0.373185,6,558.412534
9.0,9,558.643487
-1.0,6,558.820265
9.0,9,559.110935
10.0,10,559.324129
-1.0,5,559.423554
-1.0,5,559.572076
-1.0,5,559.670449
10.0,10,559.990074
-2.0,5,560.159808
0.0,5,560.271886
10.0,10,560.549563
-0.57992,5,560.717146
0.700013,6,560.858999
0.700013,6,561.053457
10.0,10,561.421388
9.0,9,561.647258
10.0,10,562.076601
8.0,9,562.29755
9.0,9,562.553055
0.0,6,562.738332
-0.57992,5,562.899361
-1.379585,5,563.181311
-1.0,5,563.310349
-1.0,5,563.471937
-1.0,5,563.623697
-1.379585,6,563.824059
1.0,6,564.015089
-1.0,5,564.173611
9.0,9,564.574582
9.0,9,564.819486
9.0,9,565.089386
-1.0,5,565.208492
9.0,9,565.422195
9.0,9,565.670665
-0.299923,5,565.857451
-1.84084,4,566.023595
-1.0,5,566.209223
9.0,9,566.503764
0.0,6,566.706008
10.0,10,567.030133
0.0,6,567.157237
0.0,6,567.254843
-1.0,5,567.449435
9.0,9,567.646304
9.0,9,567.850462
-2.208147,5,568.017717
10.0,10,568.300967
8.0,8,568.577937
-1.0,5,568.724348
10.0,10,569.201524
10.0,10,569.433661
-1.0,5,569.612261
-1.0,5,569.745102
0.0,6,569.902086
1.0,7,570.07035
-1.318719,6,570.362181
10.0,10,570.688701
0.0,6,570.865332
-1.299552,4,570.962469
10.0,10,571.184812
9.0,9,571.44619
9.616017,11,571.744665
0.0,6,571.889195
10.0,10,572.13127
8.0,8,572.562848
9.0,9,572.977162
10.0,10,573.25472
9.0,9,573.498748
-0.57992,5,573.663837
9.0,9,573.973214
0.0,6,574.15549
9.0,9,574.390933
9.0,9,574.695903
9.0,9,574.973844
-1.0,5,575.123965
9.0,9,575.52458
10.0,10,575.849673
7.615917,9,576.174512
9.0,9,576.531893
