#{"t_start": 1753288312.887274, "env_id": "highway-fast-v0"}
r,l,t
7.866667,10,210.690018
7.132711,9,210.810614
5.399377,7,210.909263
3.498711,5,210.982372
14.432395,19,211.211358
1.765379,3,211.252884
2.632131,4,211.305774
23.599383,30,211.654279
21.732711,26,211.958022
5.23151,7,212.047678
2.632044,4,212.102165
3.5,5,212.166115
11.298711,14,212.330655
8.698175,11,212.460486
24.153555,30,212.82653
6.133333,8,212.923612
23.086265,30,213.292832
11.332711,14,213.479604
8.866044,11,213.629945
13.032044,16,213.818267
14.544622,17,214.019072
7.866044,10,214.13938
26.0,30,214.49084
8.866667,11,214.626647
12.2,15,214.826688
9.6,12,214.977691
2.666044,4,215.029181
11.332711,14,215.196229
15.579156,18,215.410154
9.732711,12,215.562177
14.066044,17,215.793119
10.466667,13,215.955067
22.020221,30,216.347943
2.765378,4,216.406269
6.098711,8,216.515561
2.632044,4,216.575257
2.952012,4,216.631978
4.532711,6,216.714913
6.266044,8,216.821052
6.098711,8,216.931893
25.999377,30,217.324469
3.532711,5,217.394699
10.913112,12,217.539505
13.032044,16,217.748972
5.266044,7,217.854756
22.599377,27,218.219147
22.085366,30,218.567881
3.498711,5,218.630293
26.0,30,218.977566
1.799377,3,219.017438
21.752661,30,219.357031
19.266044,23,219.624302
1.765379,3,219.662801
12.812073,16,219.868796
13.986264,19,220.09131
20.286888,30,220.432995
1.766045,3,220.470005
7.866667,10,220.587828
4.132711,6,220.663002
9.6,12,220.805102
11.298711,14,220.974612
7.0,9,221.086916
21.566044,26,221.409189
7.999377,10,221.531844
3.666667,5,221.594473
3.533333,5,221.656549
23.052266,30,222.008583
10.6,13,222.166234
6.965378,9,222.271889
13.932711,17,222.472663
14.066667,17,222.674238
10.246446,12,222.81778
5.01183,6,222.891916
6.999377,9,222.998921
13.402039,17,223.201824
5.365422,7,223.297512
22.698711,27,223.658738
1.933333,3,223.704972
18.266667,22,224.001255
23.453555,30,224.382401
22.518932,30,224.733246
11.333333,14,224.900871
9.846173,12,225.04132
1.765379,3,225.07909
9.6,12,225.226241
12.199377,15,225.414444
6.279317,7,225.508973
10.432711,13,225.681757
4.498711,6,225.765352
13.066044,16,225.975857
15.666667,19,226.216226
13.898798,17,226.429537
13.165378,16,226.641717
3.766219,5,226.706604
10.466044,13,226.8805
22.698711,27,227.239399
2.632044,4,227.290049
14.8,18,227.502254
6.965378,9,227.611486
8.732711,11,227.744027
15.8,19,227.96808
6.098711,8,228.06349
2.632044,4,228.116472
13.932711,17,228.34168
14.765378,18,228.573033
12.779156,14,228.742441
16.498711,20,228.981247
2.799377,4,229.031302
3.666044,5,229.096842
7.0,9,229.214337
4.365378,6,229.300442
2.799377,4,229.356158
5.046452,6,229.443963
6.352378,8,229.555729
1.799377,3,229.596986
12.298808,15,229.793122
5.266667,7,229.88501
3.533333,5,229.94832
6.964884,9,230.054261
3.532711,5,230.116507
5.046452,6,230.190691
15.345516,17,230.390886
6.098711,8,230.487565
22.918932,30,230.888104
4.4,6,230.9717
4.399377,6,231.058657
5.733333,8,231.168465
12.832051,17,231.383816
11.333333,14,231.552381
1.766045,3,231.591761
7.479309,9,231.700523
16.533333,20,231.933143
7.666044,10,232.052892
2.533333,4,232.105847
8.566044,11,232.250172
12.064177,15,232.458771
20.133333,24,232.759284
11.432711,15,232.944458
1.898711,3,232.984442
10.466044,13,233.151445
15.464798,19,233.386826
3.451641,5,233.44878
15.8,19,233.672881
23.353555,30,234.029096
2.632044,4,234.081327
2.632044,4,234.133833
11.332711,14,234.299781
1.765379,3,234.338446
22.132711,28,234.675835
6.999377,9,234.797686
7.832711,10,234.935836
4.4,6,235.009518
18.232044,22,235.305623
2.666667,4,235.3653
2.632044,4,235.423886
3.666667,5,235.49368
25.964842,30,235.863471
6.965378,9,235.976208
25.2,30,236.331637
2.666044,4,236.382005
3.533333,5,236.443852
14.799377,18,236.661263
7.866044,10,236.783031
12.166667,15,236.964499
2.632044,4,237.018445
15.666044,19,237.270996
20.132711,24,237.586807
21.20204,28,237.919134
4.4,6,237.992954
7.866667,10,238.115445
6.133333,8,238.214034
10.466667,13,238.368559
3.780129,5,238.429918
4.4,6,238.504858
1.899378,3,238.543223
11.298711,14,238.709529
2.799377,4,238.760303
3.532711,5,238.823294
7.832044,10,238.941808
10.432711,13,239.096679
26.115775,30,239.454169
25.486259,30,239.879618
13.898711,17,240.099572
12.997509,16,240.298607
6.133333,8,240.398284
1.799377,3,240.438012
3.533333,5,240.499694
6.132711,8,240.596088
10.432044,13,240.752545
14.799377,18,240.963917
14.932711,18,241.174107
22.920221,30,241.526667
3.498711,5,241.588031
22.785599,30,241.94908
20.866044,25,242.245593
20.999377,25,242.540227
5.399377,7,242.624588
9.565378,12,242.773495
2.632044,4,242.827991
5.266044,7,242.924158
8.698711,11,243.075752
1.766044,3,243.119321
7.832044,10,243.242506
9.599377,12,243.391109
11.185157,13,243.543918
24.553555,30,243.896782
4.399377,6,243.969828
9.599377,12,244.120767
6.999377,9,244.233398
5.266044,7,244.321565
9.913112,11,244.456558
10.432044,13,244.613182
8.698711,11,244.746977
2.666044,4,244.797777
1.899378,3,244.836649
9.819598,13,244.995026
3.912536,5,245.057363
18.266667,22,245.324737
7.079202,9,245.433673
3.533333,5,245.494697
5.866667,8,245.592625
7.0,9,245.701608
21.766045,27,246.014137
6.699377,9,246.120525
15.486888,20,246.363615
4.399377,6,246.438437
8.399377,11,246.573781
16.465378,20,246.813903
7.0,9,246.932916
16.666667,20,247.179957
17.365378,21,247.428397
7.866667,10,247.54623
9.6,12,247.690549
8.733333,11,247.82132
1.765379,3,247.860064
22.286265,30,248.222238
6.478536,8,248.322205
9.6,12,248.466642
4.365378,6,248.539955
22.820221,30,248.950428
13.181819,16,249.142423
7.866667,10,249.261782
25.412174,30,249.609593
4.365378,6,249.684766
8.698711,11,249.828898
22.420221,30,250.219944
7.832044,10,250.343594
15.666667,19,250.568679
13.933333,17,250.796504
23.352932,30,251.181656
7.866044,10,251.301438
18.912489,20,251.552092
9.564842,12,251.716108
3.498711,5,251.781829
5.411218,7,251.869107
14.765378,18,253.404944
4.331423,6,253.488734
2.666044,4,253.551771
3.498711,5,253.62563
23.052266,30,254.034515
22.419598,30,254.444515
3.498711,5,254.511167
7.0,9,254.633063
8.698175,11,254.766615
3.532711,5,254.828283
15.666044,19,255.067918
5.266667,7,255.16388
7.866044,10,255.297055
18.953112,21,255.56123
4.399377,6,255.639157
11.332711,14,255.818256
9.599377,12,255.970183
26.0,30,256.35198
3.532711,5,256.414881
24.153555,30,256.771265
7.832044,10,256.893402
2.598711,4,256.944942
23.052266,30,257.356834
7.832044,10,257.497699
10.6,13,257.66638
5.266667,7,257.751876
16.313113,19,257.977765
5.232044,7,258.066936
6.645869,8,258.170778
11.466044,14,258.35799
4.399377,6,258.445138
22.952932,30,258.819027
19.252931,27,259.13682
14.799377,18,259.349743
3.632044,5,259.412053
9.565378,12,259.552493
