#{"t_start": 1753289101.764769, "env_id": "highway-fast-v0"}
r,l,t
13.313112,14,109.034972
6.085973,7,109.121512
10.046445,11,109.253486
11.179779,13,109.4109
18.046445,19,109.63831
2.913158,4,109.690958
4.846446,6,109.765263
6.513112,8,109.864163
16.313112,18,110.079257
8.919307,10,110.201378
1.913001,3,110.240967
6.046446,7,110.327398
15.046445,16,110.516902
9.313112,11,110.651613
5.813112,7,110.736647
1.946796,3,110.774805
7.046446,8,110.871102
7.553112,9,110.981934
9.313112,11,111.113301
7.046446,8,111.210077
9.153112,10,111.332146
3.879785,5,111.395249
2.153097,3,111.432855
16.313112,18,111.644936
3.846452,5,111.706649
2.913158,4,111.75736
7.746445,9,111.868159
6.513112,8,111.965139
7.746445,9,112.074496
8.646445,10,112.1939
6.81265,8,112.290639
11.046445,12,112.433577
11.364044,13,112.589934
4.046452,5,112.653449
7.553112,9,112.761431
3.879785,5,112.823851
7.746445,9,112.933607
5.579779,7,113.019362
9.978849,11,113.150581
13.679779,15,113.328505
9.546451,11,113.458288
15.046445,16,113.649199
6.619779,8,113.747216
12.113112,14,113.913721
1.953097,3,113.951761
10.246445,12,114.097145
2.779825,4,114.146393
2.046796,3,114.184394
11.879779,13,114.339685
1.846796,3,114.379262
4.646446,6,114.453101
1.180129,2,114.480368
5.046446,6,114.553098
12.019779,13,114.710829
2.046796,3,114.748719
10.246445,12,114.89491
7.746445,9,115.003555
2.846021,4,115.054107
12.579779,14,115.222414
6.513112,8,115.321129
2.779825,4,115.372385
9.046445,10,115.495427
5.712641,7,115.581139
6.886445,8,115.678584
7.553112,9,115.787397
5.046446,6,115.863739
