#{"t_start": 1753301393.756704, "env_id": "highway-fast-v0"}
r,l,t
21.686888,30,208.144185
22.052938,30,208.522093
13.720221,21,208.831651
22.020221,30,209.222418
22.153554,30,209.598944
21.953281,30,209.973229
21.785994,30,210.347152
21.486881,30,210.700501
21.753555,30,211.058253
19.386888,30,211.432909
22.020221,30,211.793867
21.518099,30,212.157897
22.085366,30,212.511503
21.220215,30,212.878465
20.720221,30,213.247893
11.420221,17,213.447966
21.952617,30,213.798799
22.020221,30,214.153325
13.119023,19,214.404231
22.385983,30,214.787787
20.286888,30,215.142318
20.120221,30,215.526195
8.253208,12,215.690462
20.286615,30,216.389841
3.053204,5,216.462417
21.286888,30,216.847661
20.919913,30,217.217383
22.652661,30,217.588888
21.753247,30,217.958345
10.253247,15,218.136167
22.519598,30,218.490493
21.420215,30,218.865318
22.268718,30,219.234777
22.250308,30,219.602816
21.653554,30,219.974008
21.919598,30,220.336057
3.01898,5,220.397596
20.620214,30,220.744106
22.286888,30,221.095826
21.486886,30,221.44241
22.020215,30,221.792531
21.919018,30,222.146508
21.786881,30,222.499757
21.520221,30,222.870129
21.553247,30,223.2268
21.551242,30,223.581152
23.469329,30,223.950672
21.920215,30,224.316249
22.153555,30,224.679341
22.519327,30,225.032965
5.81925,9,225.146233
21.08658,30,225.536596
21.286276,30,225.904515
20.820221,30,226.263985
21.78658,30,226.625992
7.220221,11,226.760207
21.58658,30,227.106493
21.986888,30,227.464194
21.953247,30,227.831897
21.985994,30,228.201688
22.020221,30,228.597123
22.286265,30,228.987136
22.285993,30,229.37371
22.020221,30,229.742338
21.985689,30,230.109681
18.683059,26,230.45317
22.119327,30,230.848303
21.08658,30,231.244507
20.852661,30,231.616482
21.586888,30,232.016348
7.386888,12,232.185148
22.153212,30,232.570624
22.020221,30,232.949024
21.953555,30,233.329243
22.120221,30,233.707091
22.020221,30,234.124888
22.253555,30,234.538575
21.820221,30,234.929849
20.153555,30,235.334534
22.020221,30,235.707166
22.120221,30,236.07524
21.420221,30,236.438635
21.919032,30,236.788041
16.920175,24,237.0761
22.353247,30,237.42944
22.153555,30,237.780623
21.602354,30,238.130091
22.020215,30,238.484485
22.153555,30,238.829116
21.186888,30,239.17717
22.186848,30,239.529951
21.919329,30,239.882445
21.917903,30,240.240489
13.520221,21,240.490011
21.219611,30,240.845575
3.717908,6,240.919445
22.385023,30,241.567304
21.053555,30,241.924805
13.919871,20,242.195686
20.186264,30,242.574801
21.786888,30,242.956319
22.219555,30,243.321507
21.802663,30,243.686908
20.453548,30,244.074178
20.053555,30,244.48356
22.119598,30,244.873043
10.616634,15,245.072255
21.719913,30,245.45684
20.633036,30,245.841695
21.453549,30,246.218648
1.8,3,246.265199
21.486888,30,246.669355
21.386888,30,247.023952
21.919023,30,247.374692
21.952661,30,247.725747
22.419598,30,248.073734
22.020221,30,248.429952
20.620221,30,248.775969
20.619598,30,249.128878
21.985994,30,249.478716
22.153555,30,249.826725
20.186888,30,250.188795
20.653554,30,250.54352
21.31929,30,250.929721
20.986883,30,251.308709
21.986888,30,251.665854
6.952661,11,251.813148
22.153555,30,252.198314
21.152661,30,252.568321
21.520221,30,252.952189
22.286887,30,253.337369
21.853554,30,253.732634
22.153555,30,254.12887
20.15325,30,254.506963
21.319292,30,254.916835
